ncbi.name,pathogenid,taxid,baltimore,order,family,genus,rna,rt,double_stranded,negative_sense,positive_sense,enveloped,circular,segmented,cytoplasm,size_MB,size_KB,CDS,GC,max_bread,max_bread_nh,tip
mamastrovirus 11,4032420,1239575,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.003179,3.179,2,51.1,0,0,Mamastrovirus_11
mamastrovirus 12,4021711,1239576,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.003975,3.975,2,48.7,0,0,Mamastrovirus_12
mamastrovirus 13,3512921,1239577,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.00644,6.44,3,48.9,0,0,Mamastrovirus_13
mamastrovirus 14,1239578,1239578,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.003371,3.371,2,45.2,0,0,Mamastrovirus_14
mamastrovirus 15,4021712,1239579,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.003875,3.875,2,43.4,0,0,Mamastrovirus_15
mamastrovirus 16,1239580,1239580,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.00318,3.18,2,44.8,0,0,Mamastrovirus_16
mamastrovirus 17,4021665,1239581,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.002403,2.403,1,46.9,0,0,Mamastrovirus_17
mamastrovirus 18,1239582,1239582,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.005083,5.083,3,43.6,0,0,Mamastrovirus_18
mamastrovirus 19,4021703,1239583,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.004241,4.241,2,42.7,0,0,Mamastrovirus_19
mamastrovirus 2,3520753,1239566,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.006347,6.347,3,50.1,167.6,167.6,Mamastrovirus_2
mamastrovirus 3,26552797,1239567,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.006706,6.706,2,47.8,186.8,0,Mamastrovirus_3
mamastrovirus 4,27509451,1239568,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.00351,3.51,2,46.7,186.8,167.6,Mamastrovirus_4
mamastrovirus 5,27509453,1239569,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.002756,2.756,2,47.2,186.8,186.8,Mamastrovirus_5
mamastrovirus 6,27509455,1239570,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.006171,6.171,3,40.9,65,0,Mamastrovirus_6
mamastrovirus 7,4032419,1239571,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.00399,3.99,2,44.4,0,0,Mamastrovirus_7
mamastrovirus 8,1239572,1239572,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.006534,6.534,3,43.5,0,0,Mamastrovirus_8
mamastrovirus 9,4115924,1239573,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.006586,6.586,3,41.9,0,0,Mamastrovirus_9
mammalian 1 orthobornavirus,26334994,1714619,group v,mononegavirales,bornaviridae,orthobornavirus ,1,0,0,1,0,1,0,0,0,0.00888,8.88,6,50.2,186.8,172,Mammalian_1_orthobornavirus
mammalian 2 orthobornavirus,26302798,1897087,group v,mononegavirales,bornaviridae,orthobornavirus ,1,0,0,1,0,1,0,0,0,0.008786,8.786,6,42.9,180.4,40,Mammalian_2_orthobornavirus
mammalian orthoreovirus,3804442,351073,group iii,na,reoviridae,orthoreovirus,1,0,1,0,0,0,0,1,1,0.023373,23.373,10,46.989,186.8,186.8,Mammalian_orthoreovirus
mammalian rubulavirus 5,3436091,11207,group v,mononegavirales,paramyxoviridae,rubulavirus,1,0,0,1,0,1,0,0,1,0.015246,15.246,8,42.3,186.8,186.8,Mammalian_rubulavirus_5
mandrill polyomavirus,4180250,887570,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.005216623,5.216623188,5,41.9616,0,0,Mandrill_polyomavirus
mandrillus cytomegalovirus,3619538,144209,group i,herpesvirales,herpesviridae,cytomegalovirus,0,0,1,0,0,1,0,0,0,0.223810667,223.8106667,167,52.383,0.2,0.2,Mandrillus_cytomegalovirus
mandrillus betaherpesvirus,3619539,144210,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Mandrillus_betaherpesvirus
mandrillus sphinx adenovirus,1916698,1916698,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Mandrillus_sphinx_adenovirus
manhattan parechovirus,27317562,1562051,group iv,picornavirales,picornaviridae,parechovirus,1,0,0,0,1,0,0,0,1,0.007251,7.251,1,40.167,0,0,Manhattan_parechovirus
manzanilla orthobunyavirus,3632764,1933304,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012414,12.414,3,35.0059,186.8,186.8,Manzanilla_orthobunyavirus
maporal orthohantavirus,26205320,1980480,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.012106,12.106,3,38.5094,0,0,Maporal_orthohantavirus
mapuera rubulavirus,3465473,43140,group v,mononegavirales,paramyxoviridae,rubulavirus,1,0,0,1,0,1,0,0,1,0.015486,15.486,9,44.7,0,0,Mapuera_rubulavirus
marburg marburgvirus,3436199,11269,group v,mononegavirales,filoviridae,marburgvirus,1,0,0,1,0,1,0,0,1,0.0191125,19.1125,7,38.05,186.8,186.8,Marburg_marburgvirus
mariental mammarenavirus,26303038,1642436,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.0102,10.2,4,41.2188,0,0,Mariental_mammarenavirus
maripa hantavirus,4039856,654422,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,180.4,29.8,Maripa_hantavirus
marituba orthobunyavirus,3750838,1933307,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012599,12.599,4,34.8702,180.4,180.4,Marituba_orthobunyavirus
marmot astrovirus 1,2161797,2161797,group iv,na,astroviridae,avastrovirus,1,0,0,0,1,0,0,0,1,0.007146,7.146,3,43.8,0,0,Marmot_astrovirus_1
marmot astrovirus 2,2161798,2161798,group iv,na,astroviridae,avastrovirus,1,0,0,0,1,0,0,0,1,0.007146,7.146,3,43.8,0,0,Marmot_astrovirus_2
marmot astrovirus 3,2161799,2161799,group iv,na,astroviridae,avastrovirus,1,0,0,0,1,0,0,0,1,0.007146,7.146,3,43.8,0,0,Marmot_astrovirus_3
marmot astrovirus 4,2161800,2161800,group iv,na,astroviridae,avastrovirus,1,0,0,0,1,0,0,0,1,0.007146,7.146,3,43.8,0,0,Marmot_astrovirus_4
marmot astrovirus 5,2161801,2161801,group iv,na,astroviridae,avastrovirus,1,0,0,0,1,0,0,0,1,0.007146,7.146,3,43.8,0,0,Marmot_astrovirus_5
marmot astrovirus 6,2161802,2161802,group iv,na,astroviridae,avastrovirus,1,0,0,0,1,0,0,0,1,0.007146,7.146,3,43.8,0,0,Marmot_astrovirus_6
marmot norovirus,2161807,2161807,group iv,na,caliciviridae,norovirus,1,0,0,0,1,0,0,0,1,0.006453,6.453,3,55.6,0,0,Marmot_norovirus
marmot sapovirus,2161805,2161805,group iv,na,caliciviridae,sapovirus,1,0,0,0,1,0,0,0,1,0.0074665,7.4665,2,49.25,0,0,Marmot_sapovirus
marseillevirus marseillevirus,4073779,694581,group i,na,marseilleviridae,marseillevirus,0,0,1,0,0,0,1,0,1,0.368454,368.454,428,44.7,0,0,Marseillevirus_marseillevirus
marten adenovirus type 1,2023337,2023337,group i,na,adenoviridae,aviadenovirus,0,0,1,0,0,0,0,0,0,0.039542969,39.54296875,37,52.453,0,0,Marten_adenovirus_type_1
marten adenovirus type 2,2023342,2023342,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031794849,31.79484856,28,51.2016,0,0,Marten_adenovirus_type_2
marten alphaherpesvirus,27483739,1834529,group i,herpesvirales,herpesviridae,alphaherpesvirinae,0,0,1,0,0,1,0,0,0,0.144144,144.144,86,73.4,0,0,Marten_alphaherpesvirus
marten betaherpesvirus,27708927,1834535,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Marten_betaherpesvirus
marten gammaherpesvirus 1,27483741,1834530,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Marten_gammaherpesvirus_1
marten gammaherpesvirus 2,27483743,1834531,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Marten_gammaherpesvirus_2
mason-pfizer monkey virus,3436844,11855,group vi,ortervirales,retroviridae,betaretrovirus,1,1,0,0,1,1,0,0,0,0.008557,8.557,4,43,25.4,25.4,Mason-Pfizer_monkey_virus
mastomys natalensis polyomavirus 1,4180721,1891768,group i,na,polyomaviridae,betapolyomavirus,0,0,1,0,0,0,1,0,0,0.004899,4.899,6,39.9,0,0,Mastomys_natalensis_polyomavirus_1
mayaro virus,3493923,59301,group iv,na,togaviridae,alphavirus,1,0,0,0,1,1,0,0,1,0.011411,11.411,4,50.4,96,41.8,Mayaro_virus
measles morbillivirus,3436138,11234,group v,mononegavirales,paramyxoviridae,morbillivirus,1,0,0,1,0,1,0,0,1,0.015894,15.894,8,47.4,96,96,Measles_morbillivirus
mediterranean horseshoe bat adenovirus 1,27309382,1530278,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Mediterranean_horseshoe_bat_adenovirus_1
mediterranean horseshoe bat adenovirus 2,27309384,1530279,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Mediterranean_horseshoe_bat_adenovirus_2
mediterranean horseshoe bat adenovirus 3,27309386,1530280,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Mediterranean_horseshoe_bat_adenovirus_3
mediterranean horseshoe bat adenovirus 4,27309388,1530281,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Mediterranean_horseshoe_bat_adenovirus_4
megabat bufavirus 2,27440397,1756189,group ii,na,parvoviridae,protoparvovirus,0,0,0,0,1,0,0,0,0,0.005291625,5.291625,3,42.8125,0,0,Megabat_bufavirus_2
megaerops kusnotoi astrovirus,27425849,1747667,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Megaerops_kusnotoi_astrovirus
meles meles polyomavirus 1,27630185,1608323,group i,na,polyomaviridae,betapolyomavirus,0,0,1,0,0,0,1,0,0,0.005187,5.187,5,42.8,0,0,Meles_meles_polyomavirus_1
melomys burtoni retrovirus,27308710,1526585,group vi,ortervirales,retroviridae,retroviridae,1,1,0,0,1,1,0,0,0,0.008268062,8.268061791,5,47.117,0,0,Melomys_burtoni_retrovirus
melon-headed whale alphaherpesvirus,4040841,655487,group i,herpesvirales,herpesviridae,alphaherpesvirinae,0,0,1,0,0,1,0,0,0,0.144144,144.144,86,73.4,0,0,Melon-headed_whale_alphaherpesvirus
menangle pararubulavirus,3626534,2560586,group v,mononegavirales,paramyxoviridae,pararubulavirus,1,0,0,1,0,1,0,0,1,0.015516,15.516,7,42.15,186.8,167.8,Menangle_pararubulavirus
merino walk mammarenavirus,4097735,743685,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.010562,10.562,4,39.7785,0,0,Merino_Walk_mammarenavirus
mesocricetus auratus polyomavirus 1,26303162,1891729,group i,na,polyomaviridae,alphapolyomavirus,0,0,1,0,0,0,1,0,0,0.005372,5.372,6,41.5,0,0,Mesocricetus_auratus_polyomavirus_1
mesoplodon densirostris herpesvirus,27243862,1227348,group i,herpesvirales,herpesviridae,herpesviridae,0,0,1,0,0,1,0,0,0,0.150500516,150.5005156,63,55.8906,0,0,Mesoplodon_densirostris_herpesvirus
mfuwe bufavirus,27614199,1580060,group ii,na,parvoviridae,protoparvovirus,0,0,0,0,1,0,0,0,0,0.005291625,5.291625,3,42.8125,0,0,Mfuwe_bufavirus
micro torque teno virus,24574231,943084,group ii,na,anelloviridae,anelloviridae,0,0,0,0,1,0,1,0,0,0.002734,2.734,3,45.48115,0,0,Micro_Torque_teno_virus
microtus agrestis cytomegalovirus 1,3877227,431626,group i,herpesvirales,herpesviridae,cytomegalovirus,0,0,1,0,0,1,0,0,0,0.223810667,223.8106667,167,52.383,0,0,Microtus_agrestis_cytomegalovirus_1
microtus arvalis cytomegalovirus 1,3877228,431627,group i,herpesvirales,herpesviridae,cytomegalovirus,0,0,1,0,0,1,0,0,0,0.223810667,223.8106667,167,52.383,0,0,Microtus_arvalis_cytomegalovirus_1
microtus arvalis polyomavirus 1,27416532,2006148,group i,na,polyomaviridae,betapolyomavirus,0,0,1,0,0,0,1,0,0,0.005024,5.024,5,42.3,0,0,Microtus_arvalis_polyomavirus_1
middelburg virus,3435779,11023,group iv,na,togaviridae,alphavirus,1,0,0,0,1,1,0,0,1,0.01155,11.55,2,52.9,0,0,Middelburg_virus
middle east respiratory syndrome-related coronavirus,25865473,1335626,group iv,nidovirales,coronaviridae,betacoronavirus,1,0,0,0,1,1,0,0,1,0.030111,30.111,10,41.2,186.8,167.8,Middle_East_respiratory_syndrome-related_coronavirus
middle pease river virus,26302838,1237118,group v,bunyavirales,arenaviridae,arenaviridae,1,0,0,1,0,1,0,1,1,0.0100705,10.0705,4,41.294,0,0,Middle_Pease_River_virus
middle point orbivirus,3906921,464979,group iii,na,reoviridae,orbivirus,1,0,1,0,0,0,0,1,1,0.019311923,19.31192308,11,43.5611,0,0,Middle_Point_orbivirus
miniopterus bat coronavirus hku8,4073260,694001,group iv,nidovirales,coronaviridae,Alphacoronavirus,1,0,0,0,1,1,0,0,1,0.028773,28.773,8,41.8,23.2,23.2,Miniopterus_bat_coronavirus_HKU8
miniopterus fuliginosus astrovirus,27742755,1329678,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Miniopterus_fuliginosus_astrovirus
miniopterus fuliginosus bocavirus,27742799,1329680,group ii,na,parvoviridae,bocaparvovirus,0,0,0,0,1,0,0,0,0,0.005250367,5.250366667,4,46.1067,0,0,Miniopterus_fuliginosus_bocavirus
miniopterus fuliginosus coronavirus,27721965,1881088,group iv,nidovirales,coronaviridae,coronavirinae,1,0,0,0,1,1,0,0,1,0.029642,29.642,10,41.2,0,0,Miniopterus_fuliginosus_coronavirus
miniopterus fuliginosus iflavirus,27742777,1329679,group iv,picornavirales,iflaviridae,iflavirus,1,0,0,0,1,0,0,0,1,0.009981205,9.981204545,1,38.852,0,0,Miniopterus_fuliginosus_iflavirus
miniopterus griveaudi paramyxovirus,27508497,1232869,group v,mononegavirales,paramyxoviridae,paramyxoviridae,1,0,0,1,0,1,0,0,1,0.01637847,16.37847,8,41.642,0,0,Miniopterus_griveaudi_paramyxovirus
miniopterus schreibersii astrovirus 1,1195280,1195280,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Miniopterus_schreibersii_astrovirus_1
miniopterus schreibersii astrovirus 10,1195281,1195281,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Miniopterus_schreibersii_astrovirus_10
miniopterus schreibersii astrovirus 11,1195282,1195282,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Miniopterus_schreibersii_astrovirus_11
miniopterus schreibersii astrovirus 12,1195283,1195283,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Miniopterus_schreibersii_astrovirus_12
miniopterus schreibersii astrovirus 13,1195284,1195284,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Miniopterus_schreibersii_astrovirus_13
miniopterus schreibersii astrovirus 2,1195285,1195285,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Miniopterus_schreibersii_astrovirus_2
miniopterus schreibersii astrovirus 3,1195286,1195286,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Miniopterus_schreibersii_astrovirus_3
miniopterus schreibersii astrovirus 4,1195287,1195287,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Miniopterus_schreibersii_astrovirus_4
miniopterus schreibersii astrovirus 5,1195288,1195288,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Miniopterus_schreibersii_astrovirus_5
miniopterus schreibersii astrovirus 6,1195289,1195289,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Miniopterus_schreibersii_astrovirus_6
miniopterus schreibersii astrovirus 7,1195290,1195290,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Miniopterus_schreibersii_astrovirus_7
miniopterus schreibersii astrovirus 8,1195291,1195291,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Miniopterus_schreibersii_astrovirus_8
miniopterus schreibersii astrovirus 9,1195292,1195292,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Miniopterus_schreibersii_astrovirus_9
miniopterus schreibersii betaherpesvirus 2,3863693,416614,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Miniopterus_schreibersii_betaherpesvirus_2
miniopterus schreibersii betaherpesvirus 3,27764677,1325387,group i,herpesvirales,herpesviridae,betaherpesvirinae,0,0,1,0,0,1,0,0,0,0.187545625,187.545625,115,50.84375,0,0,Miniopterus_schreibersii_betaherpesvirus_3
miniopterus schreibersii paramyxovirus,27755949,1387879,group v,mononegavirales,paramyxoviridae,paramyxoviridae,1,0,0,1,0,1,0,0,1,0.01637847,16.37847,8,41.642,0,0,Miniopterus_schreibersii_paramyxovirus
miniopterus schreibersii parvovirus,27810618,1387877,group ii,na,parvoviridae,parvoviridae,0,0,0,0,1,0,0,0,0,0.005005314,5.00531405,3,46.574,0,0,Miniopterus_schreibersii_parvovirus
mink avastrovirus,27864762,1516078,group iv,na,astroviridae,avastrovirus,1,0,0,0,1,0,0,0,1,0.007146,7.146,3,43.8,0,0,Mink_avastrovirus
mink calicivirus,3628278,154122,group iv,na,caliciviridae,vesivirus,1,0,0,0,1,0,0,0,1,0.008427,8.427,3,45.5,0,0,Mink_calicivirus
mink circovirus,27298644,1475143,group ii,na,circoviridae,circovirus,0,0,0,0,1,0,1,0,0,0.001753,1.753,2,47.7,105.2,105.2,Mink_circovirus
mink enteric sapovirus,3628277,154121,group iv,na,caliciviridae,sapovirus,1,0,0,0,1,0,0,0,1,0.0074665,7.4665,2,49.25,0,0,Mink_enteric_sapovirus
minke whale astrovirus 1,4220466,943160,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Minke_whale_astrovirus_1
minke whale astrovirus 2,4220467,943161,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.005421793,5.421793103,3,46.8172,0,0,Minke_whale_astrovirus_2
mischivirus a,26336712,1511779,group iv,picornavirales,picornaviridae,mischivirus,1,0,0,0,1,0,0,0,1,0.008468,8.468,1,47.4,0,0,Mischivirus_A
mobala mammarenavirus,3486443,55097,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.010705,10.705,4,40.9261,0,0,Mobala_mammarenavirus
mobuck virus,26532144,1408137,group iii,na,reoviridae,orbivirus,1,0,1,0,0,0,0,1,1,0.019944,19.944,10,39.5956,0,0,Mobuck_virus
modoc virus,3502587,64300,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.0106,10.6,1,45.5,87.4,87.4,Modoc_virus
mojiang henipavirus,27573242,1979176,group v,mononegavirales,paramyxoviridae,henipavirus,1,0,0,1,0,1,0,0,1,0.018406,18.406,9,38.8,0,0,Mojiang_henipavirus
mokola lyssavirus,3437756,12538,group v,mononegavirales,rhabdoviridae,lyssavirus,1,0,0,1,0,1,0,0,1,0.01194,11.94,5,44.4,186.8,186.8,Mokola_lyssavirus
molluscum contagiosum virus,3434685,10279,group i,na,poxviridae,molluscipoxvirus,0,0,1,0,0,1,0,0,1,0.184529,184.529,163,63.7,186.8,0,Molluscum_contagiosum_virus
moloney murine sarcoma virus,3436781,11809,group vi,ortervirales,retroviridae,gammaretrovirus,1,1,0,0,1,1,0,0,0,0.005833,5.833,4,54.1,159.6,159.6,Moloney_murine_sarcoma_virus
molossus molossus circovirus 1,1959842,1959842,group ii,na,circoviridae,circovirus,0,0,0,0,1,0,1,0,0,0.001587,1.587,1,45.1,0,0,Molossus_molossus_circovirus_1
molossus molossus circovirus 2,1959843,1959843,group ii,na,circoviridae,circovirus,0,0,0,0,1,0,1,0,0,0.003156,3.156,2,36,0,0,Molossus_molossus_circovirus_2
molossus molossus circovirus 3,1959844,1959844,group ii,na,circoviridae,circovirus,0,0,0,0,1,0,1,0,0,0.002055,2.055,2,41.7,0,0,Molossus_molossus_circovirus_3
molossus molossus circovirus 4,1959845,1959845,group ii,na,circoviridae,circovirus,0,0,0,0,1,0,1,0,0,0.001805,1.805,2,36.1,0,0,Molossus_molossus_circovirus_4
molossus molossus polyomavirus 1,27343860,1606504,group i,na,polyomaviridae,alphapolyomavirus,0,0,1,0,0,0,1,0,0,0.004903,4.903,4,40.9,0,0,Molossus_molossus_polyomavirus_1
monkeypox virus,3434620,10244,group i,na,poxviridae,orthopoxvirus,0,0,1,0,0,1,0,0,1,0.196959,196.959,197,33.1,187,187,Monkeypox_virus
monongahela hantavirus,22681635,2259728,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,180.4,0,Monongahela_hantavirus
montano orthohantavirus,4250803,1980481,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.012171,12.171,3,36.2821,0,0,Montano_orthohantavirus
mopeia mammarenavirus,3436499,11629,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.010698,10.698,4,43.461,0,0,Mopeia_mammarenavirus
morogoro mammarenavirus,3997611,573900,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.01059,10.59,4,43.05,0,0,Morogoro_mammarenavirus
mossman narmovirus,3708175,2560600,group v,mononegavirales,paramyxoviridae,narmovirus,1,0,0,1,0,1,0,0,1,0.01665,16.65,8,41.3,0,0,Mossman_narmovirus
Mossuril hapavirus,3670877,1972622,group v,mononegavirales,rhabdoviridae,hapavirus,1,0,0,1,0,1,0,0,1,0.013106,13.106,10,40.7,0,0,Mossuril_hapavirus
mount elgon bat ledantevirus,3830836,1978542,group v,mononegavirales,rhabdoviridae,ledantevirus,1,0,0,1,0,1,0,0,1,0.010941,10.941,5,36.3,0,0,Mount_Elgon_bat_ledantevirus
mouse adeno-associated virus 1,3795592,341226,group ii,na,parvoviridae,dependoparvovirus,0,0,0,0,1,0,0,0,0,0.0047195,4.7195,2,52.586,0,0,Mouse_adeno-associated_virus_1
mouse associated cyclovirus 1,2169856,2169856,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.002229,2.229,2,44.3,0,0,Mouse_associated_cyclovirus_1
mouse mammary tumor virus,3436701,11757,group vi,ortervirales,retroviridae,betaretrovirus,1,1,0,0,1,1,0,0,0,0.008805,8.805,5,43.7,180.4,4.4,Mouse_mammary_tumor_virus
mouyassue virus,26302822,1174522,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,43.6,43.6,Mouyassue_virus
mpulungu bufavirus,27327780,1580058,group ii,na,parvoviridae,protoparvovirus,0,0,0,0,1,0,0,0,0,0.005291625,5.291625,3,42.8125,0,0,Mpulungu_bufavirus
muarterivirus afrigant,2499618,2499618,group iv,nidovirales,arteriviridae,muarterivirus,1,0,0,0,1,1,0,0,1,0.013766,13.766,10,51.9,0,0,Muarterivirus_afrigant
mule deerpox virus,3761684,304399,group i,na,poxviridae,cervidpoxvirus,0,0,1,0,0,1,0,0,1,0.17056,170.56,170,27,0,0,Mule_deerpox_virus
muleshoe hantavirus,3472843,47301,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Muleshoe_hantavirus
mumps rubulavirus,3436019,11161,group v,mononegavirales,paramyxoviridae,rubulavirus,1,0,0,1,0,1,0,0,1,0.015384,15.384,8,42.5,65,65,Mumps_rubulavirus
mupapillomavirus 1,3789047,334203,group i,na,papillomaviridae,mupapillomavirus,0,0,1,0,0,0,1,0,0,0.007815,7.815,7,40.3,0,0,Mupapillomavirus_1
mupapillomavirus 3,27381809,1961783,group i,na,papillomaviridae,mupapillomavirus,0,0,1,0,0,0,1,0,0,0.007227,7.227,7,37.8,0,0,Mupapillomavirus_3
murid betaherpesvirus 1,3434816,10366,group i,herpesvirales,herpesviridae,muromegalovirus,0,0,1,0,0,1,0,0,0,0.230278,230.278,161,58.7,160,160,Murid_betaherpesvirus_1
murid betaherpesvirus 2,3442108,28304,group i,herpesvirales,herpesviridae,muromegalovirus,0,0,1,0,0,1,0,0,0,0.230138,230.138,167,61,14.8,14.8,Murid_betaherpesvirus_2
murid betaherpesvirus 8,26302778,1261657,group i,herpesvirales,herpesviridae,muromegalovirus,0,0,1,0,0,1,0,0,0,0.202946,202.946,137,46.5,0,0,Murid_betaherpesvirus_8
murid gammaherpesvirus 4,3449621,33708,group i,herpesvirales,herpesviridae,rhadinovirus,0,0,1,0,0,1,0,0,0,0.119451,119.451,80,47.2,87.4,87.4,Murid_gammaherpesvirus_4
murine astrovirus,26302812,1141625,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006838,6.838,3,55.9,0,0,Murine_astrovirus
murine astrovirus 1,2171379,2171379,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Murine_astrovirus_1
murine astrovirus 2,2171380,2171380,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Murine_astrovirus_2
murine circovirus,2171383,2171383,group ii,na,circoviridae,circovirus,0,0,0,0,1,0,1,0,0,0.000909,0.909,1,41.7,0,0,Murine_circovirus
murine coronavirus,4073263,694005,group iv,nidovirales,coronaviridae,Betacoronavirus,1,0,0,0,1,1,0,0,1,0.030218278,30.21827778,10,39.8278,159.6,159.6,Murine_coronavirus
